"Timestamp","signal"
0,0
0.01758087426,0
0.03516174853,0
0.05274261907,0
0.07032349706,0
0.08790437132,0
0.1054852381,4.69E-37
0.1230661124,2.62E-27
0.1406469941,2.48E-20
0.1582278609,2.17E-15
0.1758087426,4.97E-12
0.1933896095,5.88E-10
0.2109704763,3.65E-09
0.228551358,-7.66E-09
0.2461322248,1.44E-09
0.2637130916,-3.17E-09
0.2812939882,-7.38E-09
0.298874855,-7.05E-09
0.3164557219,2.38E-08
0.3340365887,3.64E-08
0.3516174853,5.67E-09
0.3691983521,4.38E-10
0.3867792189,2.93E-08
0.4043600857,-4.07E-08
0.4219409525,-1.17E-07
0.4395218492,-1.68E-07
0.457102716,-1.23E-07
0.4746835828,-1.93E-08
0.4922644496,1.23E-07
0.5098453164,4.23E-07
0.5274261832,6.69E-07
0.5450071096,7.59E-07
0.5625879765,4.80E-07
0.5801688433,-2.78E-07
0.5977497101,-1.45E-06
0.6153305769,-2.65E-06
0.6329114437,-3.31E-06
0.6504923105,-2.64E-06
0.6680731773,-1.33E-07
0.6856540442,4.03E-06
0.7032349706,8.74E-06
0.7208158374,1.19E-05
0.7383967042,1.09E-05
0.755977571,3.91E-06
0.7735584378,-8.96E-06
0.7911393046,-2.44E-05
0.8087201715,-3.60E-05
0.8263010383,-3.63E-05
0.8438819051,-1.94E-05
0.8614628315,1.48E-05
0.8790436983,5.80E-05
0.8966245651,9.35E-05
0.9142054319,0.0001010727428
0.9317862988,6.54E-05
0.9493671656,-1.47E-05
0.9669480324,-0.0001195781078
0.9845288992,-0.0002106687753
1.002109766,-0.0002409096633
1.019690633,-0.0001748426148
1.0372715,-9.05E-06
1.054852366,0.0002153220994
1.072433233,0.0004169474123
1.090014219,0.0004996451898
1.107595086,0.0003918353468
1.125175953,8.65E-05
1.14275682,-0.0003374745429
1.160337687,-0.0007283878513
1.177918553,-0.0009109970415
1.19549942,-0.0007583930274
1.213080287,-0.0002595176047
1.230661154,0.000450609572
1.248242021,0.001119739376
1.265822887,0.001464536763
1.283403754,0.001286277897
