"Timestamp","Frequency"
0.0000,-6.88E-18
0.01758087426,8.04E-11
0.03516174853,6.55E-08
0.05274261907,6.78E-07
0.07032349706,9.44E-07
0.08790437132,5.33E-07
0.1054852381,-9.19E-07
0.1230661124,-3.24E-06
0.1406469941,-5.96E-06
0.1582278609,-7.99E-06
0.1758087426,-7.17E-06
0.1933896095,-7.46E-07
0.2109704763,1.25E-05
0.228551358,3.17E-05
0.2461322248,4.98E-05
0.2637130916,5.65E-05
0.2812939882,3.66E-05
0.298874855,-2.16E-05
0.3164557219,-0.000119363016
0.3340365887,-0.0002358774655
0.3516174853,-0.0003223655513
0.3691983521,-0.0003078116861
0.3867792189,-0.0001196558005
0.4043600857,0.0002766442776
0.4219409525,0.0008305977681
0.4395218492,0.001372677158
0.457102716,0.001619531307
0.4746835828,0.001243417035
0.4922644496,1.25E-05
0.5098453164,-0.002030192874
0.5274261832,-0.004414566793
0.5450071096,-0.006215571426
0.5625879765,-0.00623912178
0.5801688433,-0.003446808085
0.5977497101,0.002456790302
0.6153305769,0.01048013195
0.6329114437,0.01813628338
0.6504923105,0.02184201591
0.6680731773,0.01803140342
0.6856540442,0.004793010652
0.7032349706,-0.01650437154
0.7208158374,-0.04036735743
0.7383967042,-0.05784619227
0.755977571,-0.05903841928
0.7735584378,-0.03702034429
0.7911393046,0.008022367023
0.8087201715,0.06624989957
0.8263010383,0.1189141721
0.8438819051,0.1432041824
0.8614628315,0.1204225272
0.8790436983,0.04499885067
0.8966245651,-0.06929849833
0.9142054319,-0.1894299835
0.9317862988,-0.2711515725
0.9493671656,-0.2738036215
0.9669480324,-0.1773374826
0.9845288992,0.004957852419
1.002109766,0.2242521644
1.019690633,0.4076667726
1.0372715,0.4815835059
1.054852366,0.3996425271
1.072433233,0.1650625318
1.090014219,-0.1625429094
1.107595086,-0.4809595644
1.125175953,-0.6773720384
1.14275682,-0.6685538292
1.160337687,-0.4347324669
1.177918553,-0.03344437853
1.19549942,0.4139027596
1.213080287,0.760112524
1.230661154,0.8825584054
1.248242021,0.7278782725
1.265822887,0.3341467083
1.283403754,-0.1786698252
1.300984621,-0.6476141214
1.318565488,-0.921610713
1.336146355,-0.9127972126
1.353727221,-0.6259402037
1.371308088,-0.1556382477
1.388888955,0.347161144
1.406469941,0.7267472744
1.424050808,0.873727262
1.441631675,0.7579265833
1.459212542,0.4328917265
1.476793408,0.01237451471
1.494374275,-0.3710056841
1.511955142,-0.609414041
1.529536009,-0.6508743763
1.547116876,-0.5087991953
1.564697742,-0.2493469715
1.582278609,0.03634242341
1.599859476,0.2638295293
1.617440343,0.3799921572
1.63502121,0.3737292588
1.652602077,0.2715721726
1.670182943,0.1223454177
1.68776381,-0.02212812752
1.705344677,-0.1232754216
1.722925663,-0.1643961817
1.74050653,-0.1505295932
1.758087397,-0.1015591547
1.775668263,-0.04235567153
1.79324913,0.006189487875
1.810829997,0.0325923115
1.828410864,0.03583533317
1.845991731,0.02285024337
1.863572598,0.004166834522
1.881153464,-0.01044194493
1.898734331,-0.01495816186
1.916315198,-0.008237794042
1.933896065,0.00657815719
1.951476932,0.02377945557
1.969057798,0.03717565536
1.986638665,0.04195183888
2.004219532,0.03592449427
2.021800518,0.01998955943
2.039381266,-0.002208168153
2.056962252,-0.02526656166
2.074542999,-0.04342208058
2.092123985,-0.05204260349
2.109704733,-0.04883024469
2.127285719,-0.03443709016
2.144866467,-0.01230834052
2.162447453,0.0122156078
2.180028439,0.03329312429
2.197609186,0.04607092217
2.215190172,0.04785957932
2.23277092,0.03869536519
2.250351906,0.02118068561
2.267932653,-0.0002787773556
2.285513639,-0.02060111612
2.303094387,-0.03520879894
2.320675373,-0.04100155458
2.338256121,-0.03696045652
2.355837107,-0.02429703996
2.373417854,-0.006156490184
2.39099884,0.01307078172
2.408579588,0.02871762775
2.426160574,0.03692275658
2.443741322,0.03560493514
2.461322308,0.02504910715
2.478903055,0.007935658097
2.496484041,-0.01128146145
2.514065027,-0.02752799727
2.531645775,-0.03647280112
2.549226761,-0.03574268892
2.566807508,-0.02556448616
2.584388494,-0.00869295653
2.601969242,0.01038843114
2.619550228,0.02671190538
2.637130976,0.03614941612
2.654711962,0.03643638268
2.672292709,0.02765677869
2.689873695,0.01209999807
2.707454443,-0.006376969162
2.725035429,-0.02331682108
2.742616177,-0.03468922898
2.760197163,-0.0377837792
2.77777791,-0.03180690482
2.795358896,-0.01807337254
2.812939882,0.000239512141
2.83052063,0.01877238601
2.848101616,0.03297799826
2.865682364,0.03923675045
2.88326335,0.03581598774
2.900844097,0.02340186574
2.918425083,0.005017876159
2.936005831,-0.0147081241
2.953586817,-0.03073951975
2.971167564,-0.03897503391
2.98874855,-0.03735278547
3.006329298,-0.02638179623
3.023910284,-0.008964432403
3.041491032,0.01041242015
3.059072018,0.02689394541
3.076652765,0.03648138791
3.094233751,0.0369913131
3.111814737,0.0284977071
3.129395485,0.01321749296
3.146976471,-0.005090815481
3.164557219,-0.02202836424
3.182138205,-0.03357307985
3.199718952,-0.0369678475
3.217299938,-0.03136357665
3.234880686,-0.01803832874
3.252461672,-0.0001490752911
3.270042419,0.01794845052
3.287623405,0.031741824
3.305204153,0.03768562153
3.322785139,0.03415128589
3.340365887,0.02192637697
3.357946873,0.004070746247
3.37552762,-0.01484925766
3.393108606,-0.02996740304
3.410689354,-0.03741955385
3.42827034,-0.03536723182
3.445851326,-0.02444717847
3.463432074,-0.007547008339
3.48101306,0.01100422442
3.498593807,0.02659241483
3.516174793,0.03546070307
3.533755541,0.03558116779
3.551336527,0.02707031183
3.568917274,0.01207578555
3.58649826,-0.005770180374
3.604079008,-0.02219551615
3.621659994,-0.03327062726
3.639240742,-0.03629305959
3.656821728,-0.03044577502
3.674402475,-0.01704500057
3.691983461,0.0007134394837
3.709564209,0.01846602745
3.727145195,0.03174052387
3.744726181,0.03711219504
3.762306929,0.03313016891
3.779887915,0.02074790187
3.797468662,0.003112064907
3.815049648,-0.01525601465
3.832630396,-0.02966652438
3.850211382,-0.03649912775
3.86779213,-0.0341244489
3.885373116,-0.02328429557
3.902953863,-0.00681876298
3.920534849,0.01110849716
3.938115597,0.02609235048
3.955696583,0.03454480693
3.97327733,0.0345245339
3.990858316,0.02612750791
4.008439064,0.01142773218
4.02602005,-0.006030426361
4.043601036,-0.02204678953
4.061182022,-0.03273577243
4.078762531,-0.03544336185
4.096343517,-0.02941367216
4.113924503,-0.01603092812
4.131505489,0.001459725318
4.149085999,0.01870832406
4.166666985,0.0313468948
4.184247971,0.03612814844
4.201828957,0.03179330751
4.219409466,0.01943066344
4.236990452,0.002202153672
4.254571438,-0.01548636425
4.272152424,-0.02915898152
4.289732933,-0.03541945666
4.307313919,-0.03280282766
4.324894905,-0.0220960509
4.342475891,-0.0060671065
4.360056877,0.01127709541
4.377637386,0.02569549717
4.395218372,0.0337321572
4.412799358,0.03350997344
4.430380344,0.02513258159
4.447960854,0.01064761449
4.46554184,-0.006447664462
4.483122826,-0.02201218531
4.500703812,-0.03223113716
4.518284321,-0.03454775736
4.535865307,-0.02830845676
4.553446293,-0.0149744153
4.571027279,0.002181089483
4.588607788,0.01886770129
4.606188774,0.03086138703
4.62376976,0.03510102257
4.641350746,0.03049756773
4.658931255,0.01823168807
4.676512241,0.00144330482
4.694093227,-0.01559713949
4.711674213,-0.02860533446
4.729255199,-0.03437721729
4.746835709,-0.03157123551
4.764416695,-0.02100240067
4.781997681,-0.005373730324
4.799578667,0.01142853778
4.817159176,0.02530659921
4.834740162,0.03292184323
4.852321148,0.03247272968
4.869902134,0.02410008386
4.887482643,0.009837910533
4.905063629,-0.006857764442
4.922644615,-0.02191979997
4.940225601,-0.0316350311
4.95780611,-0.03355832025
4.975387096,-0.02714428492
4.992968082,-0.01392296515
5.010549068,0.002836077241
5.028130054,0.01892759465
5.045710564,0.03028554283
5.06329155,0.0340253897
5.080872536,0.02920868993
5.098453522,0.01708473451
5.116034031,0.0007536271587
5.133615017,-0.01565054804
5.151196003,-0.02802431211
5.168776989,-0.03333967552
5.186357498,-0.03036892228
5.203938484,-0.01994480565
5.22151947,-0.004708758555
5.239100456,0.01156925876
5.256680965,0.02491849102
5.274261951,0.03211594
5.291842937,0.03143572435
5.309423923,0.02305522747
5.32700491,0.009013303556
5.344585419,-0.00727075804
5.362166405,-0.02180232853
5.379747391,-0.03098304942
5.397328377,-0.03250268102
5.414908886,-0.02593443356
5.432489872,-0.01287649944
5.450070858,0.003424636554
5.467651844,0.0188839864
5.485232353,0.02960670181
5.502813339,0.0328967832
5.520394325,0.0279450696
5.537975311,0.01602808759
5.55555582,0.0001739263389
5.573136806,-0.01562584378
5.590717793,-0.02743294649
5.608298779,-0.03235303611
5.625879765,-0.02923672087
5.643460274,-0.01892895624
5.66104126,-0.004036135506
5.678622246,0.01175232232
5.696203232,0.02456695773
5.713783741,0.03129782155
5.731364727,0.03032925352
5.748945713,0.02192141302
5.766526699,0.008137509227
5.784107208,-0.007651182357
5.801688194,-0.02157271653
5.81926918,-0.03019024618
5.836850166,-0.03135291114
5.854430676,-0.02473172545
5.872011662,-0.01193527877
5.889592648,0.003867143299
5.907173634,0.01872837543
5.92475462,0.02890914679
5.942335129,0.03184103221
5.959916115,0.02679033391
5.977497101,0.01504718605
5.995078087,-0.0004010606499
6.012658596,-0.01565494388
6.030239582,-0.02690336108
6.047820568,-0.03138130903
6.065401554,-0.02805434354
6.082982063,-0.01783331484
6.100563049,-0.003310095984
